Start time:25.08.2021,17:00:15,Wednesday
Intervals,Cage1-total,Cage1-amb,Cage2-total,Cage2-amb,Cage3-total,Cage3-amb,Cage4-total,Cage4-amb
5391,0,0,0,0,0,0,0,0
5392,0,0,0,0,0,0,0,0
5393,0,0,0,0,0,0,0,0
5394,0,0,0,0,0,0,0,0
5395,0,0,0,0,0,0,0,0
5396,0,0,0,0,0,0,0,0
5397,0,0,0,0,0,0,0,0
5398,0,0,0,0,0,0,0,0
5399,0,0,3,0,0,0,0,0
5400,0,0,1,0,0,0,0,0
5401,0,0,0,0,0,0,0,0
5402,0,0,0,0,0,0,0,0
5403,0,0,0,0,0,0,0,0
5404,0,0,0,0,0,0,0,0
5405,0,0,0,0,0,0,0,0
5406,0,0,0,0,0,0,0,0
5407,0,0,0,0,0,0,0,0
5408,0,0,0,0,0,0,0,0
5409,0,0,0,0,0,0,0,0
5410,0,0,0,0,3,3,0,0
5411,0,0,0,0,14,4,0,0
5412,0,0,0,0,4,2,0,0
5413,0,0,0,0,0,0,0,0
5414,0,0,0,0,0,0,0,0
5415,0,0,0,0,0,0,0,0
5416,0,0,1,0,0,0,0,0
5417,0,0,7,0,0,0,0,0
5418,0,0,2,1,0,0,0,0
5419,0,0,2,0,0,0,0,0
5420,0,0,0,0,0,0,0,0
5421,0,0,4,0,0,0,0,0
5422,0,0,2,0,0,0,0,0
5423,0,0,0,0,2,1,0,0
5424,0,0,0,0,0,0,0,0
5425,0,0,0,0,0,0,0,0
5426,0,0,0,0,0,0,0,0
5427,0,0,0,0,0,0,0,0
5428,0,0,0,0,0,0,0,0
5429,0,0,0,0,0,0,0,0
5430,0,0,1,1,0,0,0,0
5431,0,0,0,0,0,0,0,0
5432,0,0,1,0,0,0,0,0
5433,0,0,0,0,0,0,0,0
5434,0,0,0,0,0,0,0,0
5435,0,0,1,0,0,0,0,0
5436,0,0,0,0,0,0,0,0
5437,0,0,0,0,0,0,0,0
5438,0,0,0,0,1,0,0,0
5439,0,0,0,0,0,0,0,0
5440,0,0,0,0,0,0,0,0
5441,0,0,0,0,0,0,0,0
5442,0,0,0,0,0,0,0,0
5443,0,0,0,0,0,0,0,0
5444,0,0,0,0,0,0,0,0
5445,0,0,0,0,0,0,0,0
5446,0,0,0,0,0,0,0,0
5447,0,0,0,0,0,0,0,0
5448,0,0,0,0,0,0,0,0
5449,0,0,0,0,0,0,0,0
5450,0,0,0,0,0,0,0,0
5451,0,0,0,0,0,0,0,0
5452,0,0,3,1,0,0,0,0
5453,0,0,1,0,0,0,0,0
5454,0,0,0,0,0,0,0,0
5455,0,0,2,0,0,0,0,0
5456,0,0,1,0,0,0,0,0
5457,0,0,2,0,0,0,0,0
5458,0,0,1,0,0,0,0,0
5459,0,0,0,0,0,0,0,0
5460,0,0,0,0,0,0,0,0
5461,0,0,0,0,0,0,0,0
5462,0,0,0,0,0,0,0,0
5463,0,0,0,0,0,0,0,0
5464,0,0,0,0,0,0,0,0
5465,0,0,0,0,0,0,0,0
5466,0,0,0,0,0,0,0,0
5467,0,0,0,0,0,0,0,0
5468,0,0,0,0,0,0,0,0
5469,0,0,0,0,0,0,0,0
5470,0,0,0,0,0,0,0,0
5471,0,0,0,0,0,0,0,0
5472,0,0,0,0,0,0,0,0
5473,0,0,0,0,0,0,0,0
5474,0,0,0,0,0,0,0,0
5475,0,0,0,0,0,0,0,0
5476,0,0,0,0,0,0,0,0
5477,0,0,0,0,0,0,0,0
5478,0,0,0,0,0,0,0,0
5479,0,0,0,0,0,0,0,0
5480,0,0,0,0,0,0,0,0
5481,0,0,0,0,0,0,0,0
5482,0,0,0,0,0,0,0,0
5483,0,0,0,0,0,0,0,0
5484,0,0,0,0,0,0,0,0
5485,0,0,0,0,0,0,0,0
5486,0,0,0,0,0,0,0,0
5487,0,0,0,0,0,0,0,0
5488,0,0,0,0,0,0,0,0
5489,0,0,0,0,0,0,0,0
5490,0,0,0,0,0,0,0,0
5491,0,0,0,0,0,0,0,0
5492,0,0,0,0,0,0,0,0
5493,0,0,0,0,0,0,0,0
5494,0,0,0,0,0,0,0,0
5495,0,0,0,0,0,0,0,0
5496,0,0,0,0,0,0,0,0
5497,0,0,0,0,0,0,0,0
5498,0,0,0,0,0,0,0,0
5499,0,0,0,0,0,0,2,1
5500,0,0,0,0,0,0,5,2
5501,0,0,0,0,0,0,2,0
5502,0,0,0,0,0,0,0,0
5503,0,0,0,0,0,0,0,0
5504,0,0,0,0,0,0,0,0
5505,0,0,0,0,0,0,0,0
5506,0,0,0,0,0,0,0,0
5507,0,0,0,0,0,0,0,0
5508,0,0,0,0,0,0,0,0
5509,0,0,1,1,0,0,0,0
5510,0,0,2,0,0,0,0,0
5511,0,0,0,0,0,0,0,0
5512,0,0,0,0,0,0,0,0
5513,0,0,1,1,0,0,0,0
5514,0,0,0,0,0,0,0,0
5515,0,0,0,0,0,0,0,0
5516,0,0,0,0,0,0,0,0
5517,0,0,0,0,0,0,0,0
5518,0,0,0,0,0,0,0,0
5519,0,0,0,0,0,0,0,0
5520,0,0,0,0,0,0,0,0
5521,0,0,0,0,0,0,0,0
5522,0,0,0,0,0,0,0,0
5523,0,0,0,0,0,0,0,0
5524,4,0,0,0,0,0,0,0
5525,7,0,0,0,0,0,0,0
5526,0,0,0,0,0,0,0,0
5527,0,0,0,0,0,0,0,0
5528,1,0,0,0,0,0,0,0
5529,0,0,0,0,0,0,0,0
5530,5,0,0,0,0,0,0,0
5531,1,0,0,0,0,0,0,0
5532,0,0,0,0,0,0,0,0
5533,13,0,0,0,0,0,0,0
5534,0,0,0,0,0,0,0,0
5535,7,0,0,0,0,0,0,0
5536,0,0,0,0,0,0,0,0
5537,0,0,0,0,0,0,0,0
5538,0,0,0,0,0,0,0,0
5539,0,0,0,0,0,0,0,0
5540,0,0,0,0,0,0,0,0
5541,0,0,0,0,0,0,0,0
5542,0,0,0,0,0,0,0,0
5543,0,0,0,0,0,0,0,0
5544,0,0,0,0,0,0,0,0
5545,0,0,0,0,0,0,0,0
5546,0,0,0,0,0,0,0,0
5547,0,0,0,0,0,0,0,0
5548,0,0,0,0,0,0,0,0
5549,0,0,0,0,0,0,0,0
5550,1,1,1,0,0,0,0,0
5551,0,0,2,0,0,0,0,0
5552,0,0,0,0,0,0,0,0
5553,0,0,0,0,0,0,0,0
5554,0,0,0,0,0,0,0,0
5555,0,0,0,0,0,0,0,0
5556,0,0,0,0,0,0,0,0
5557,0,0,0,0,0,0,0,0
5558,0,0,0,0,0,0,0,0
5559,0,0,0,0,0,0,0,0
5560,0,0,0,0,0,0,0,0
5561,0,0,0,0,0,0,0,0
5562,0,0,0,0,0,0,0,0
5563,0,0,0,0,0,0,0,0
5564,0,0,0,0,0,0,0,0
5565,0,0,0,0,0,0,0,0
5566,0,0,0,0,0,0,0,0
5567,0,0,0,0,0,0,0,0
5568,1,0,0,0,0,0,0,0
5569,0,0,0,0,0,0,0,0
5570,0,0,0,0,0,0,0,0
5571,0,0,0,0,0,0,0,0
5572,0,0,0,0,0,0,0,0
5573,0,0,0,0,0,0,0,0
5574,0,0,0,0,0,0,0,0
5575,0,0,0,0,0,0,0,0
5576,0,0,0,0,0,0,0,0
5577,0,0,0,0,0,0,0,0
5578,1,0,0,0,0,0,0,0
5579,0,0,0,0,0,0,0,0
5580,2,2,0,0,0,0,0,0
5581,1,0,0,0,0,0,0,0
5582,0,0,0,0,0,0,0,0
5583,0,0,0,0,0,0,0,0
5584,0,0,0,0,0,0,0,0
5585,0,0,0,0,0,0,0,0
5586,0,0,0,0,0,0,0,0
5587,0,0,0,0,0,0,0,0
5588,0,0,0,0,0,0,0,0
5589,0,0,0,0,0,0,0,0
5590,0,0,0,0,0,0,0,0
5591,0,0,0,0,0,0,0,0
5592,0,0,0,0,0,0,0,0
5593,0,0,0,0,0,0,0,0
5594,0,0,0,0,0,0,0,0
5595,0,0,0,0,0,0,0,0
5596,0,0,0,0,0,0,0,0
5597,0,0,0,0,0,0,0,0
5598,0,0,0,0,0,0,0,0
5599,0,0,0,0,0,0,0,0
5600,0,0,0,0,0,0,0,0
5601,0,0,0,0,0,0,0,0
5602,0,0,0,0,0,0,0,0
5603,0,0,0,0,0,0,0,0
5604,0,0,0,0,0,0,0,0
5605,0,0,0,0,0,0,0,0
5606,0,0,0,0,0,0,0,0
5607,0,0,0,0,0,0,0,0
5608,0,0,0,0,0,0,0,0
5609,0,0,0,0,0,0,0,0
5610,0,0,0,0,0,0,0,0
5611,0,0,0,0,0,0,0,0
5612,0,0,0,0,0,0,0,0
5613,0,0,0,0,0,0,0,0
5614,0,0,0,0,0,0,0,0
5615,0,0,0,0,0,0,0,0
5616,0,0,0,0,0,0,0,0
5617,0,0,0,0,0,0,0,0
5618,0,0,0,0,0,0,0,0
5619,0,0,0,0,0,0,0,0
5620,0,0,0,0,0,0,0,0
5621,0,0,0,0,0,0,0,0
5622,0,0,0,0,0,0,0,0
5623,0,0,0,0,0,0,0,0
5624,0,0,0,0,0,0,0,0
5625,0,0,0,0,0,0,0,0
5626,0,0,0,0,0,0,0,0
5627,0,0,0,0,0,0,0,0
5628,0,0,0,0,0,0,0,0
5629,0,0,0,0,0,0,0,0
5630,0,0,0,0,0,0,0,0
5631,0,0,0,0,0,0,0,0
5632,0,0,0,0,0,0,0,0
5633,0,0,0,0,0,0,0,0
5634,0,0,1,0,0,0,0,0
5635,0,0,4,0,0,0,0,0
5636,0,0,0,0,0,0,0,0
5637,0,0,7,0,0,0,0,0
5638,0,0,0,0,0,0,0,0
5639,0,0,0,0,0,0,0,0
5640,0,0,0,0,0,0,0,0
5641,0,0,0,0,0,0,0,0
5642,0,0,0,0,0,0,0,0
5643,0,0,0,0,0,0,0,0
5644,0,0,0,0,0,0,0,0
5645,0,0,0,0,0,0,0,0
5646,0,0,0,0,0,0,0,0
5647,0,0,0,0,0,0,0,0
5648,0,0,0,0,0,0,0,0
5649,0,0,0,0,0,0,0,0
5650,0,0,0,0,0,0,0,0
5651,0,0,0,0,0,0,0,0
5652,0,0,0,0,0,0,0,0
5653,0,0,0,0,0,0,0,0
5654,0,0,0,0,0,0,0,0
5655,0,0,0,0,0,0,0,0
5656,0,0,0,0,0,0,0,0
5657,0,0,0,0,0,0,0,0
5658,0,0,0,0,0,0,0,0
5659,0,0,0,0,0,0,0,0
5660,0,0,0,0,0,0,0,0
5661,0,0,0,0,0,0,0,0
5662,0,0,0,0,0,0,0,0
5663,0,0,3,0,0,0,0,0
5664,0,0,1,1,0,0,0,0
5665,0,0,0,0,0,0,0,0
5666,0,0,0,0,0,0,0,0
5667,0,0,0,0,0,0,0,0
5668,0,0,1,0,0,0,0,0
5669,0,0,0,0,0,0,0,0
5670,0,0,1,0,0,0,0,0
5671,0,0,0,0,0,0,0,0
5672,0,0,1,0,0,0,0,0
5673,0,0,5,1,0,0,0,0
5674,0,0,8,0,0,0,0,0
5675,0,0,0,0,0,0,0,0
5676,0,0,1,0,0,0,0,0
5677,0,0,2,0,0,0,0,0
5678,0,0,0,0,0,0,0,0
5679,0,0,0,0,0,0,0,0
5680,0,0,3,0,0,0,0,0
5681,0,0,0,0,0,0,0,0
5682,0,0,0,0,0,0,0,0
5683,0,0,0,0,0,0,0,0
5684,0,0,0,0,0,0,0,0
5685,0,0,0,0,0,0,0,0
5686,0,0,0,0,0,0,0,0
5687,0,0,0,0,0,0,0,0
5688,0,0,0,0,0,0,0,0
5689,0,0,0,0,0,0,0,0
5690,0,0,0,0,0,0,0,0
5691,0,0,0,0,0,0,0,0
5692,0,0,0,0,0,0,0,0
5693,0,0,0,0,0,0,0,0
5694,0,0,0,0,0,0,0,0
5695,0,0,0,0,0,0,0,0
5696,0,0,0,0,0,0,0,0
5697,0,0,0,0,0,0,0,0
5698,0,0,0,0,0,0,0,0
5699,0,0,0,0,0,0,0,0
5700,0,0,0,0,0,0,0,0
5701,0,0,0,0,0,0,0,0
5702,0,0,4,3,0,0,0,0
5703,0,0,1,1,0,0,0,0
5704,0,0,0,0,0,0,0,0
5705,0,0,3,1,0,0,0,0
5706,0,0,1,1,0,0,0,0
5707,0,0,0,0,0,0,0,0
5708,0,0,0,0,0,0,0,0
5709,0,0,0,0,0,0,0,0
5710,0,0,0,0,0,0,0,0
5711,0,0,0,0,0,0,0,0
5712,0,0,1,1,0,0,0,0
5713,0,0,2,1,0,0,0,0
5714,0,0,3,2,0,0,0,0
5715,0,0,2,0,0,0,0,0
5716,0,0,1,0,0,0,0,0
5717,0,0,3,2,0,0,0,0
5718,0,0,3,1,0,0,0,0
5719,0,0,0,0,0,0,0,0
5720,0,0,4,2,0,0,0,0
5721,0,0,0,0,0,0,0,0
5722,0,0,0,0,0,0,0,0
5723,0,0,2,0,0,0,0,0
5724,0,0,1,1,0,0,0,0
5725,0,0,1,1,0,0,0,0
5726,0,0,4,1,0,0,0,0
5727,0,0,0,0,0,0,0,0
5728,0,0,0,0,0,0,0,0
5729,0,0,0,0,0,0,0,0
5730,0,0,0,0,0,0,0,0
5731,0,0,5,1,0,0,0,0
5732,0,0,2,2,0,0,0,0
5733,0,0,1,0,0,0,0,0
5734,0,0,0,0,0,0,0,0
5735,0,0,1,0,0,0,0,0
5736,0,0,0,0,0,0,0,0
5737,0,0,1,1,0,0,0,0
5738,0,0,1,1,0,0,0,0
5739,0,0,0,0,0,0,0,0
5740,0,0,0,0,0,0,0,0
5741,0,0,0,0,0,0,0,0
5742,0,0,0,0,0,0,0,0
5743,0,0,0,0,0,0,0,0
5744,0,0,0,0,0,0,0,0
5745,0,0,0,0,0,0,0,0
5746,0,0,0,0,0,0,0,0
5747,0,0,0,0,0,0,0,0
5748,0,0,0,0,0,0,0,0
5749,0,0,0,0,0,0,0,0
5750,0,0,0,0,0,0,0,0
5751,0,0,1,0,0,0,0,0
5752,0,0,1,0,0,0,0,0
5753,0,0,0,0,0,0,0,0
5754,0,0,0,0,0,0,0,0
5755,0,0,1,0,0,0,0,0
5756,0,0,0,0,0,0,0,0
5757,0,0,0,0,0,0,0,0
5758,0,0,0,0,0,0,0,0
5759,0,0,1,0,0,0,0,0
5760,0,0,1,0,0,0,0,0
5761,0,0,0,0,0,0,0,0
5762,0,0,2,2,0,0,0,0
5763,0,0,0,0,0,0,0,0
5764,0,0,3,0,0,0,0,0
5765,0,0,2,0,0,0,0,0
5766,0,0,1,1,0,0,2,2
5767,0,0,4,2,0,0,1,1
5768,0,0,2,1,0,0,0,0
5769,0,0,2,0,0,0,0,0
5770,0,0,6,2,0,0,0,0
5771,0,0,4,2,0,0,0,0
5772,0,0,1,0,0,0,0,0
5773,0,0,1,1,0,0,0,0
5774,0,0,0,0,0,0,0,0
5775,0,0,0,0,0,0,0,0
5776,0,0,0,0,0,0,0,0
5777,0,0,0,0,0,0,0,0
5778,0,0,1,0,0,0,0,0
5779,0,0,0,0,0,0,0,0
5780,0,0,1,0,0,0,0,0
5781,0,0,0,0,0,0,0,0
5782,0,0,0,0,0,0,0,0
5783,0,0,1,0,0,0,0,0
5784,0,0,0,0,0,0,0,0
5785,0,0,0,0,0,0,0,0
5786,0,0,1,0,0,0,0,0
5787,0,0,0,0,0,0,0,0
5788,0,0,0,0,0,0,0,0
5789,0,0,0,0,0,0,0,0
5790,0,0,0,0,0,0,0,0
5791,0,0,0,0,0,0,0,0
5792,0,0,0,0,0,0,0,0
5793,0,0,1,0,0,0,0,0
5794,0,0,3,2,0,0,0,0
5795,0,0,4,2,0,0,0,0
5796,0,0,0,0,0,0,0,0
5797,0,0,0,0,0,0,0,0
5798,0,0,0,0,0,0,1,1
5799,0,0,4,3,0,0,0,0
5800,0,0,1,1,0,0,0,0
5801,0,0,3,0,0,0,0,0
5802,0,0,0,0,0,0,0,0
5803,0,0,1,0,0,0,0,0
5804,0,0,0,0,0,0,0,0
5805,0,0,0,0,0,0,0,0
5806,0,0,2,0,0,0,0,0
5807,0,0,3,2,0,0,0,0
5808,0,0,0,0,0,0,0,0
5809,0,0,1,0,0,0,0,0
5810,0,0,6,4,0,0,0,0
5811,0,0,3,0,0,0,0,0
5812,0,0,0,0,0,0,0,0
5813,0,0,3,1,0,0,0,0
5814,0,0,4,1,0,0,0,0
5815,0,0,4,1,0,0,0,0
5816,0,0,7,0,0,0,0,0
5817,0,0,2,2,0,0,0,0
5818,0,0,13,5,0,0,0,0
5819,0,0,12,4,0,0,0,0
5820,0,0,4,1,0,0,0,0
5821,0,0,5,2,0,0,0,0
5822,0,0,8,3,0,0,0,0
5823,0,0,4,2,0,0,0,0
5824,0,0,9,0,0,0,0,0
5825,0,0,10,3,0,0,0,0
5826,0,0,10,6,0,0,0,0
5827,0,0,10,5,0,0,0,0
5828,0,0,3,2,0,0,0,0
5829,0,0,6,2,0,0,0,0
5830,0,0,0,0,0,0,0,0
5831,0,0,2,0,0,0,0,0
5832,0,0,0,0,0,0,0,0
5833,0,0,3,2,0,0,0,0
5834,0,0,3,0,0,0,0,0
5835,0,0,4,1,0,0,0,0
5836,0,0,0,0,0,0,0,0
5837,0,0,2,1,0,0,0,0
5838,0,0,2,0,0,0,0,0
5839,0,0,1,0,0,0,0,0
5840,0,0,0,0,0,0,0,0
5841,0,0,1,0,0,0,0,0
5842,0,0,6,1,0,0,0,0
5843,0,0,12,5,0,0,0,0
5844,0,0,2,0,0,0,0,0
5845,0,0,0,0,0,0,0,0
5846,0,0,0,0,0,0,0,0
5847,0,0,0,0,0,0,0,0
5848,0,0,0,0,0,0,0,0
5849,0,0,3,1,0,0,0,0
5850,0,0,1,1,0,0,0,0
5851,0,0,0,0,0,0,0,0
5852,0,0,0,0,0,0,0,0
5853,0,0,2,1,3,3,0,0
5854,0,0,1,0,3,1,0,0
5855,0,0,0,0,6,3,0,0
5856,0,0,0,0,5,0,0,0
5857,0,0,0,0,0,0,0,0
5858,0,0,0,0,0,0,0,0
5859,0,0,2,2,0,0,0,0
5860,0,0,3,2,0,0,0,0
5861,0,0,2,1,0,0,0,0
5862,0,0,8,5,0,0,0,0
5863,0,0,0,0,0,0,0,0
5864,7,4,0,0,0,0,0,0
5865,2,0,0,0,0,0,1,1
5866,0,0,0,0,0,0,4,1
5867,0,0,0,0,0,0,1,0
5868,0,0,1,1,0,0,0,0
5869,0,0,2,0,0,0,0,0
5870,0,0,3,0,0,0,0,0
5871,0,0,1,0,0,0,0,0
5872,0,0,8,3,0,0,0,0
5873,0,0,0,0,0,0,1,1
5874,0,0,8,2,0,0,0,0
5875,0,0,7,3,0,0,5,4
5876,0,0,6,6,0,0,14,7
5877,0,0,4,1,0,0,1,0
5878,0,0,5,2,0,0,0,0
5879,0,0,1,0,0,0,0,0
5880,0,0,0,0,0,0,0,0
5881,0,0,2,1,0,0,0,0
5882,0,0,4,0,0,0,0,0
5883,0,0,4,1,0,0,0,0
5884,0,0,1,0,0,0,0,0
5885,0,0,2,1,0,0,0,0
5886,0,0,2,0,0,0,0,0
5887,0,0,5,1,0,0,0,0
5888,0,0,0,0,0,0,0,0
5889,0,0,0,0,0,0,0,0
5890,0,0,0,0,0,0,0,0
5891,0,0,0,0,0,0,0,0
5892,0,0,2,1,0,0,0,0
5893,0,0,1,0,0,0,0,0
5894,0,0,3,1,0,0,0,0
5895,0,0,2,0,0,0,0,0
5896,0,0,1,0,0,0,0,0
5897,0,0,1,0,0,0,0,0
5898,0,0,0,0,0,0,0,0
5899,0,0,0,0,0,0,0,0
5900,0,0,3,0,0,0,0,0
5901,0,0,0,0,0,0,0,0
5902,0,0,0,0,0,0,0,0
5903,0,0,0,0,0,0,0,0
5904,0,0,0,0,0,0,0,0
5905,0,0,0,0,0,0,0,0
5906,7,0,1,1,0,0,0,0
5907,0,0,1,1,0,0,0,0
5908,0,0,0,0,0,0,0,0
5909,0,0,1,0,0,0,0,0
5910,0,0,0,0,0,0,0,0
5911,1,1,2,1,0,0,2,1
5912,1,1,2,2,0,0,0,0
5913,0,0,0,0,0,0,5,2
5914,1,1,0,0,0,0,4,1
5915,1,0,0,0,0,0,1,0
5916,0,0,0,0,0,0,0,0
5917,0,0,2,2,0,0,1,1
5918,0,0,3,2,0,0,2,1
5919,0,0,3,1,0,0,4,2
5920,2,2,4,4,0,0,11,5
5921,0,0,7,2,0,0,0,0
5922,1,1,1,0,0,0,0,0
5923,0,0,3,0,0,0,0,0
5924,0,0,3,1,0,0,0,0
5925,0,0,1,1,0,0,0,0
5926,0,0,1,0,0,0,0,0
5927,0,0,2,0,0,0,1,1
5928,4,1,3,2,0,0,2,1
5929,1,1,3,1,0,0,1,1
5930,4,3,1,1,0,0,4,0
5931,7,3,0,0,0,0,0,0
5932,10,4,0,0,0,0,0,0
5933,3,1,1,0,0,0,0,0
5934,12,9,0,0,0,0,0,0
5935,5,2,0,0,0,0,0,0
5936,2,1,0,0,0,0,0,0
5937,2,0,0,0,0,0,0,0
5938,13,7,0,0,0,0,0,0
5939,0,0,3,0,0,0,0,0
5940,0,0,10,0,0,0,0,0
5941,6,2,2,1,0,0,0,0
5942,0,0,0,0,0,0,0,0
5943,0,0,0,0,0,0,0,0
5944,11,5,2,1,0,0,0,0
5945,4,3,1,1,0,0,0,0
5946,3,2,3,1,0,0,0,0
5947,1,1,1,0,0,0,0,0
5948,12,3,2,1,0,0,1,1
5949,4,3,1,1,0,0,0,0
5950,0,0,1,0,0,0,0,0
5951,3,1,1,1,0,0,0,0
5952,2,1,0,0,0,0,0,0
5953,1,0,0,0,0,0,0,0
5954,1,0,0,0,0,0,0,0
5955,1,1,1,1,0,0,0,0
5956,0,0,1,0,0,0,0,0
5957,0,0,0,0,3,3,0,0
5958,0,0,0,0,3,1,0,0
5959,0,0,0,0,0,0,0,0
5960,0,0,0,0,0,0,0,0
5961,0,0,0,0,6,4,0,0
5962,1,0,1,1,0,0,0,0
5963,0,0,0,0,0,0,0,0
5964,1,0,0,0,0,0,0,0
5965,0,0,0,0,0,0,0,0
5966,0,0,0,0,0,0,0,0
5967,0,0,0,0,0,0,0,0
5968,4,1,0,0,0,0,0,0
5969,3,0,0,0,0,0,0,0
5970,5,3,0,0,0,0,0,0
5971,0,0,0,0,0,0,0,0
5972,6,1,0,0,0,0,0,0
5973,2,0,0,0,0,0,0,0
5974,0,0,0,0,0,0,0,0
5975,0,0,0,0,0,0,0,0
5976,7,3,0,0,0,0,0,0
5977,0,0,0,0,0,0,0,0
5978,2,0,0,0,0,0,0,0
5979,0,0,0,0,0,0,0,0
5980,3,0,0,0,0,0,0,0
5981,2,0,0,0,0,0,0,0
5982,0,0,0,0,0,0,0,0
5983,0,0,0,0,0,0,0,0
5984,1,0,0,0,0,0,0,0
5985,6,0,0,0,0,0,0,0
5986,1,0,0,0,0,0,0,0
5987,5,1,0,0,4,4,0,0
5988,1,0,0,0,9,5,0,0
5989,1,1,0,0,0,0,0,0
5990,1,1,0,0,0,0,0,0
5991,2,0,0,0,0,0,0,0
5992,0,0,0,0,0,0,0,0
5993,9,3,0,0,0,0,0,0
5994,2,0,0,0,0,0,0,0
5995,7,4,0,0,0,0,0,0
5996,11,2,0,0,0,0,0,0
5997,3,0,0,0,0,0,0,0
5998,6,4,0,0,0,0,0,0
5999,7,3,0,0,0,0,0,0
6000,2,0,0,0,0,0,0,0
6001,9,3,0,0,0,0,0,0
6002,0,0,0,0,0,0,0,0
6003,0,0,0,0,0,0,0,0
6004,0,0,0,0,0,0,0,0
6005,2,1,0,0,0,0,0,0
6006,3,1,0,0,0,0,0,0
6007,13,6,0,0,0,0,0,0
6008,4,1,0,0,0,0,0,0
6009,3,0,0,0,0,0,0,0
6010,2,0,0,0,0,0,0,0
6011,7,1,0,0,0,0,0,0
6012,16,4,0,0,0,0,0,0
6013,3,1,0,0,0,0,0,0
6014,4,1,0,0,0,0,0,0
6015,10,2,0,0,0,0,0,0
6016,4,0,0,0,0,0,0,0
6017,4,0,0,0,0,0,0,0
6018,7,1,0,0,0,0,0,0
6019,9,4,0,0,0,0,0,0
6020,10,4,0,0,0,0,0,0
6021,3,1,0,0,0,0,0,0
6022,3,2,0,0,0,0,0,0
6023,1,0,0,0,0,0,0,0
6024,0,0,0,0,0,0,0,0
6025,4,1,0,0,0,0,0,0
6026,2,1,0,0,0,0,0,0
6027,2,0,0,0,0,0,0,0
6028,14,3,0,0,0,0,0,0
6029,9,3,0,0,0,0,0,0
6030,5,1,0,0,0,0,0,0
6031,15,4,0,0,0,0,0,0
6032,11,3,0,0,0,0,0,0
6033,8,4,0,0,0,0,0,0
6034,10,0,0,0,0,0,0,0
6035,9,3,0,0,0,0,0,0
6036,14,0,0,0,0,0,0,0
6037,2,0,0,0,0,0,0,0
6038,8,2,0,0,0,0,0,0
6039,9,5,0,0,0,0,0,0
6040,13,7,0,0,0,0,0,0
6041,32,7,0,0,0,0,0,0
6042,21,5,0,0,0,0,0,0
6043,11,2,0,0,0,0,0,0
6044,9,0,0,0,0,0,0,0
6045,2,0,0,0,0,0,0,0
6046,2,0,0,0,0,0,0,0
6047,0,0,0,0,0,0,0,0
6048,2,0,0,0,0,0,0,0
6049,0,0,0,0,0,0,0,0
6050,0,0,0,0,0,0,0,0
6051,0,0,0,0,0,0,0,0
6052,0,0,0,0,0,0,0,0
6053,0,0,0,0,0,0,0,0
6054,0,0,0,0,0,0,0,0
6055,0,0,0,0,0,0,0,0
6056,0,0,0,0,0,0,0,0
6057,2,0,0,0,0,0,0,0
6058,17,0,0,0,0,0,0,0
6059,0,0,0,0,0,0,0,0
6060,0,0,0,0,0,0,0,0
6061,5,0,0,0,0,0,0,0
6062,5,1,0,0,0,0,0,0
6063,5,3,0,0,0,0,0,0
6064,10,8,0,0,0,0,0,0
6065,4,1,0,0,0,0,0,0
6066,6,1,0,0,0,0,0,0
6067,16,3,0,0,0,0,0,0
6068,10,3,0,0,0,0,0,0
6069,2,0,0,0,0,0,0,0
6070,1,0,0,0,0,0,0,0
6071,11,0,0,0,0,0,0,0
6072,3,0,0,0,0,0,0,0
6073,0,0,0,0,0,0,0,0
6074,0,0,2,0,0,0,0,0
6075,0,0,0,0,0,0,0,0
6076,0,0,0,0,0,0,0,0
6077,0,0,0,0,0,0,0,0
6078,2,1,0,0,0,0,0,0
6079,1,0,0,0,0,0,0,0
6080,3,0,0,0,0,0,0,0
6081,2,0,0,0,0,0,0,0
6082,3,0,0,0,0,0,0,0
6083,0,0,1,0,0,0,0,0
6084,0,0,0,0,0,0,0,0
6085,0,0,0,0,0,0,0,0
6086,1,1,0,0,0,0,0,0
6087,0,0,0,0,0,0,0,0
6088,9,0,0,0,0,0,0,0
6089,0,0,0,0,0,0,0,0
6090,0,0,0,0,0,0,0,0
6091,4,1,1,1,0,0,0,0
6092,2,0,0,0,0,0,0,0
6093,5,0,0,0,0,0,0,0
6094,17,2,0,0,0,0,0,0
6095,24,13,0,0,0,0,0,0
6096,9,4,0,0,0,0,0,0
6097,0,0,0,0,0,0,0,0
6098,0,0,0,0,0,0,0,0
6099,0,0,0,0,0,0,0,0
6100,0,0,0,0,0,0,0,0
6101,4,0,0,0,0,0,0,0
6102,2,0,0,0,0,0,0,0
6103,10,0,1,1,0,0,0,0
6104,2,0,0,0,0,0,0,0
6105,1,0,0,0,0,0,0,0
6106,8,1,0,0,0,0,0,0
6107,5,0,0,0,0,0,0,0
6108,1,0,0,0,0,0,0,0
6109,0,0,0,0,0,0,0,0
6110,0,0,0,0,0,0,0,0
6111,0,0,1,1,0,0,0,0
6112,0,0,0,0,0,0,0,0
6113,4,1,0,0,0,0,0,0
6114,4,0,0,0,0,0,0,0
6115,0,0,0,0,0,0,0,0
6116,0,0,0,0,0,0,0,0
6117,5,0,0,0,0,0,0,0
6118,5,0,0,0,0,0,0,0
6119,9,0,0,0,0,0,0,0
6120,2,0,0,0,0,0,0,0
6121,4,1,0,0,0,0,0,0
6122,8,0,0,0,0,0,0,0
